ID,Text
40532,Sp khá mượt chơi game k bị lag nói chung ok mình mua số cũ gần 4tr sử dụng đc vài bữa củng khá ổn hiện tại chưa có vđ gì
40533,"Sản phẩm cực tốt nhé mn,mình mua máy này đúng ngày sinh nhật ,sài dc hơn nửa tháng có nhận xét như sau : + Ưu điểm : Máy sài cực mượt nhờ màn hình 90hz ,các thao tác cơ bản đều quá ổn, Ram 4G là quá đủ để sài,tối ưu các phần mềm tốt,Camera khá ổn ,đặc biệt là Pin trâu với nhu cầu sài hơn 1 ngày là quá đủ,có hỗ trợ khả năng sạc nhanh VOOC 4.0 trong tầm 1h,ae nào muốn sài tiết kiệm Pin lâu thì nên để chế độ tiết kiệm Pin nhé ,nó sẽ giúp máy của ae trụ Pin lâu hơn đấy 😘 Ngoài ra mình rất thích máy này ở chỗ có chế độ không gian trò chơi ,ae nên để các game mà ae tải về vào không gian trò chơi này với chế độ cân bằng game,nó sẽ giúp ae chơi game mượt mà hơn mà ko sợ lag,hoạt động trơn tru khá mượt + Nhược điểm : thì mình ko nói nhiều về máy này ,chỉ có phần hiển thị ánh sáng ban ngày hơi bị mờ,rất khó nhìn,nếu ae muốn máy hiển thị tốt hơn trên ánh sáng ban ngày thì nên tắt chế độ tiết kiệm Pin đi nhé,tăng độ sáng hơn là ok Sản phẩm này ok trong tầm giá 👌"
40534,"Tất cả đều ổn chỉ có cái pin tụt nhanh ko sài cũg mất pin, pin ko trâu bằg samsung, mà khi đó đã chạy màn hình super AMOLED, còn còn này sạc đầy 100% để từ 2h tới 7h30 mất 2%"
40535,"Máy tốt ,,camera đẹp , nhân viên TGDD tuyệt vời.... Cảm ơn anh nhân viên nhé...."
40536,"Sản phẩm tốt, máy đẹp, cam rất đẹp l, về tầm phân khúc còn này siêu xịn sò, nhân viên rất nhiệt tình:3"
40537,"Máy đẹp, mượt,màn hình hơi tối xíu, pin tụt hơi nhanh nhưng bù lại có sạc nhanh, nhân viên rất nhiệt tình!"
40538,"Xài rất ngon :)) Máy ko quá nóng khi max setting Pin lâu,sạc 30W thì khỏi bàn Cam rõ nét Đặt biệt nhân viên rất nhiệt tình :)))"
40539,Realme 6 tốt trong phân khúc.Cam chụp đẹp.phin sạc rất nhanh.lướt web FB Zalo YouTube bao mượt mà.Nhược điểm một chút là màn hình hơi tối fun hết độ sáng rồi ra ngoài trời vẫn mờ. còn lại mọi thứ đều ổn trong tầm giá
40540,"Sản phẩm khiến tôi thấy rất hài lòng. Cảm ơn nhân viên đã phục vụ tận tình. Máy rất mượt. Pin thì tuột không quá nhanh. Chỉ tuột nhanh khi mở max setting thôi. Còn loa thì khỏi bàn , lớn kinh khủng."
40541,"Điện thoại ngon,tiện lợi,giá hợp lý,theo mình thì nên mua bản 4gb tiêu chuẩn là đủ cho dùng bth ròi,nâng lên 8gb thì hơi phí,còn ai có đk thì lên pro lun.sau khi dùng gần 1 tháng thì mình xin nhận xét như sau: - đầu tiên cho bạn nào không biết thì realme 6 trang bị con helio g90t như redmi note 8 pro,nhưng nhà realme đã cố tình bóp xung nên hiệu năng g90t trên realme 6 sẽ ko bằng note 8 chứ ko phải realme tối ưu kém,nhưng bù lại máy sẽ không nóng như nhìu bạn nghĩ,dùng lâu thì chỉ ấm lên,nhất là ở phần đầu có camera,nhìn chung thì hiệu năng vẫn ổn với người dùng bth,còn nếu chơi game nặng bật max setting thì có lag xíu là không tránh khỏi.để tốt hơn thì không nên đeo ốp lưng.Có điều không hiểu sao lâu lâu lại có tình trạng lướt google bị khựng lại ko lướt dc,hay nt mes không bật lên trl được,kèm theo nút điều hướng hơi ko ăn,nhưng cũng không phải là đơ máy hoàn toàn,thoát ra vô lại sẽ bth,mà phần cứng mạnh j thì không thể nào lại lag trong tác vụ thông thường nên nghĩ chắc do lỗi phần mềm or ứng dụng,máy tính ram 8 vẫn lâu lâu cũng bị j,nhất là khi bật nhìu tab rùi tin nhắn liên tục,dùng lâu nóng. - Thiết kế thì ổn,dt dài nhìn thon,bo cong tốt,cầm rất chắc tay,không quá nặng,mặt lưng bản màu xanh có hiệu ứng đẹp.nhược là đt có khung viền kim loại,nhưng mặt lưng chỉ là nhựa,mà theo mình thì ai cúng dán miếng dán trước sau nên chất liệu j cũng như nhau,kính thì chỉ là cường lực 3,hơi dày xíu và khá bám vân tay.mình từng rớt 2 lần nhưng không bị j. - Pin thì ổn,đủ dùng trong ngày với các tác vụ thông thường như nt,nghe nhạc,youtube,lướt web thôi chứ không quá trâu,nếu chơi game nhìu,nhất là game nặng thì phải cấm sạc giữa ngày. * Bù lại cho phần pin là sạc rất tốt nha,sạc nhanh chỉ trong vòng 45-60p là đầy,sạc nửa tiếng,15 phút cũng lên 30 đến hơn 50% pin rất tiện khi gấp.theo mình là nên chọn sạc nhanh thay vì pin trâu vì nó tiện hơn,và con này pin lipo nên duy trì pin 30 tới 90% là tốt nhất. - màn hình thì hiển thị,độ phân giải tốt nhưng độ sáng không cao,khi ra nắng thì bật max sáng chỉ đủ nhìn thôi. - camera sau có nhiều chế độ,ổn trong tầm giá,đk đủ sáng thì chụp đẹp,chi tiết tốt,ok,quay phim ổn,xoá phông tốt nhưng chụp thíu sáng,và mấy cái khác thì chỉ bth,lấy nét hơi chậm một chút.đèn flash không sáng lắm - camera trước khá đẹp,có làm đẹp thông minh thích hợp cho mấy bạn sống ảo. -về hiệu năng thì khá ổn,đa nhiệm vs các tác vụ thông thường ngon,dung lượng lưu trữ nhìu,game cũng rất tốt,bật max setting được nhìu game,mình chơi liên quân mượt lâu lâu có lag xíu nhưng khá ít,khi mở quá nhìu ứng dụng thì sẽ hơi lag lúc chuyển giữa các app - về trải nghiệm sử dụng thì vân tay nhanh,màn hình 90hz mượt mà sẽ hơi hao pin,giao diện tối ưu tốt,dễ sử dụng,tiện lợi,có tích hợp nhìu tiện ích cho người dùng,bớt dùng bên thứ 3.có nhiều tính năng bảo mật tốt,không quảng cáo.loa to,bắt sóng tốt. -> tóm lại đáng tiền,không hối hận khi mua con này,mình mua lúc giảm 300k cộng thêm giảm khách hàng quen nữa nên chỉ 5,5tr hàng chính hãng ở tgdd,có điều không biết có bền không thui"
40542,Màn hình 90hz rất đẹp. Pin sử dụng tác vụ youtube fb được 7h 45p. Sạc nhanh từ 9% lên 100 trong 45p. Không có hiện tượng giật lag.
40543,Nói chung máy dùng tạm được. Chỉ hơi tiếc màn hình hơi tối và nhanh hao pin .còn lại thì ok
40544,"Mình Sài đã đã gần 3 tháng r rất hài lòng về đt này màn hình 90hz rất mượt, sạc thì rất nhanh pin xài rất trâu mình Sài 4g nguyên ngày nếu bật full sáng dùng khoản 5_6 tiếng còn màn hình khoản 50% là hơn 7h, cam thì đẹp, con chip mạnh mượt ko nóng như mọi người nghĩ mình cũng đã xài Snapdragon xài lâu cũng ấm ,ngon hơn Redmi note 8 pro nhiều, hài lòng về mọi thứ còn mn trải nghiệm thì ms pít như thế nào chứ nghe người này bình luận v người kia v đó chỉ lỗi phần mềm thôi có thể khắc phục đc"
40545,"M mới mua được hơn tháng tại TGDĐ cua ông quảng ninh. Sau hơn tháng dùng m rất hài lòng với mức giá này,nv bán hàng các e ý rất thân thiện. Khi m mua là 5.690,m đc giảm thêm 250k nữa vì đc là kh thân thiện. Với cá nhân m đánh giá máy dùng cuc mượt,pin khỏe,sóng khỏe,wf bắt cực kỳ khỏe luôn. Với giá gần 6tr máy này quá xứng đáng. Mọi người nên mua mà dùng. M sẽ còn ủng hộ TGDĐ nhiều"
40546,"Mới mua xài bá chấy,cảm ứng 90hz qá mượt k 1 lag giật,tốc độ nhah vãi chưởng,loa to,pin trâu,sạc cực nhanh 30p có 70% pin xài vi vu....lq max phà phà....xài cả ngày k thấy hết pin...qá ổn,qá tốt....ngon hơn note 8 pro nhìu....ae nào mún mua,cứ mua nha...qá tuyệt,lựa chọn k tồi!!!!"
40547,Mọi thứ rất ổn.ngoại trừ vào CH play tải về rất lâu đợi 15-20p mà chưa thấy tải về dc(mạng vẫn ổn nhé)
40548,"Sạc nhanh. Pin trâu. Loa bé tẹo. Ko có tai nghe kèm. Màu máy xấu. So với giá tiền thì cũng tạm duyệt đc. M mới dùng đc mấy ngày. Lâu dài thì chưa rõ. Trc m hay mua sam sung bỏ ra 8tr nhận về cái máy cũng ko ưng lắm. Ẹc ẹc. Màn hình ko nuột, ruồi ruồi chụp ảnh ko trong nhưng loa to gấp đôi máy này."
40549,Sp này tốt để chs game sai 2tháng r mới ổn định mượt mà có phần camera trước thì hơi bị ảo máy chs game nặng như pubg hơi nóng hk tản nhiệt tốt mà cũng nên chọn con mấy nay ổn th ạ
40550,"Máy ổn, chơi game ok. Ngoại hình đẹp. Nhược điểm: màn hình hiển thị chưa sắc nét, máy hao pin nhanh hơn realme 5 pro , lượng pin đủ dùng bt trong 12h . Camera ổn, đủ dùng."
40551,"Cam quá ảo, dù đã tắt chế độ làm đẹp nhưng vẫn hồng môi và tự kéo dài chân. Đang dùng quen samsung dùng sang cái này thấy khá thất vọng. Hệ điều hành nhàm chán, ko có lịch mặc định mà phải dùng của google, trông rất xấu, khó sử dụng"
40552,Có ai bị lỗi màn hình dóng mình không. Dag xem Ytb quay ngang màn hình là bị nhìu đường sọc sọc nửa màn hình nhìn khó chịu ghê. Còn lại là ổn.
40553,"Màn hình 90 Hz mượt vãi ,pubg lên 60 fps , pin sạc nhanh chơi trước quạt cũng không quá nóng sản phẩm tuyệt vời"
40554,Sp tốt ae nào đang phân vân giữa con xiaomi note 9s và còn realme 6 về hiệu năng chơi game thì lên chọn con realme 6 nhé . Nhiều ng mua xiaomi note 9s muốn đổi lắm lên các bạn đừng đâm đầu vào mua
40555,Tốt lắm nhưng hơi nóng tí với lại phần thông báo quá chậm còn mấy kia thì ổn chơi game tốt mượt
40556,"sau một tuần sử dụng realme 6, thì tôi có nhận xét, zalo lúc màn hình tắt, có cuộc gọi đến thì không hiển thị, lúc mở zalo nó mới báo gọi nhỡ, lúc thì hiển thị lúc thì không,"
40557,"Máy mua về dùng chưa được 1 tháng đã bị giật, đơ , lag , dù mình đã đóng hết các ứng dụng chạy ngầm, đúng là máy tàu chỉ có vậy thôi"
40558,"Mới mua 17/5 máy lướt siêu mượt, máy ảnh siêu lồi chụp hình màu hình ảnh hơi nhạt tối .xem phim hình ảnh hơi tối chất lượng hình ảnh ko đẹp cho lắm. Thua sam sung nếu nói về xem xem you to be và chụp hình. Còn chơi game thì OK ổn định. Chơi game lien quan với PUBG bao mượt bật mát seting ok còn chơi PUBG bật HD khử răng cưa chơi ổn định máy nóng tí, về bật HDR thì hơi giật. Nói chung là máy này chơi game thì OK. Còn pin thì khá 5 trâu chơi game được gần 4 tiếng nếu bật HD, dụng lượng pin 4300 hơi ít lên được 4500-5000 nữa là rất OK . Đánh giá thì máy này nên giành chơi game ."
40559,"Máy mượt , mượt mình dùng không thấy bị đơ , vẫn tay nhạy dùng lướt cả ngày mới hết pin có ngày mình dùng ít hao 50% , sạc siêu nhanh tấm 1 tiếng gì đó , cảm ssau khả nét nhiều tính năng , nói chung on trong phần khúc giá"
40560,"máy đa nhiệm rất tốt,chỉ kém hơn mấy cái nokia s60 hồi xưa 1 tí thôi. realme 6 có thể chạy ch play + 1 ứng dụng khác mới bị đơ,lag à..sản phẩm xứng đáng giá 2.5tr,đứng vững luôn."
40561,Sp cũng khá tốt tuy nhiên chỉ có độ sáng màn hình là không ưng ý mấy..bật fun cả độ sáng mà vẫn tối om.
40562,Màn hình 90hz phải gọi là siêu mượt =)) Sạc Siêu Nhanh Pin Chỉ Gọi Là Chấp Nhận Đc Camera Tạm Ổn Mồm Con Này Khá To 5h Trải Nhiệm Nói Chung Là Khá Ok 😊 Nhân Viên Phục Vụ Nhiệt Tình 5* Cho Sản Phẩm 5* Cho Nhân Viên 😊
40563,"Sản phẩm không tốt máy chạy chậm nhiều lúc bị đơ ,mới mua chưa đc 1 tháng nhưng muốn đổi quá"
40564,"Sản phẩm tốt, sạc siêu nhanh phù hợp với nhu cầu của mình, camera sau đẹp chất lượng camera trước thì hơi mờ nhưng cập nhật là hết! Chơi game mau nóng nên sử dụng ở môi trường mát mẻ. Còn cái nữa là không biết phải máy mới ra không mà mình ko thể xem được ảnh 3D trên Facebook và các ứng dụng khác (nghiêng máy thay đổi góc nhìn) chỉ hiển thị hình ảnh 2D mong admin hỗ trợ em khoảng này có phải máy nào cũng vậy không hay do máy em lỗi?"
40565,"Mình xài chưa đến 1 tuần thì thấy máy vân tay rất nhanh, máy mạnh, nóng lên nhưng nguội lẹ, pin sạc siêu nhanh tiện lợi, màn hình hơi tối nhưng vẫn ok lắm."
40566,"Sau 1 tuần dùng thì mình thấy cũng k vấn đề gì ngoài màn hình quá tối, bật sáng hết mức ra ngoài nắng cũng chả thấy gì, mình xài song song vs con Nova 3i cũ so màn hình con này bật full chỉ sáng bằng 1/2 so vs con 3i, còn về máy thì nhanh nóng, chơi game hoặc on sceen lâu thì nóng . Cảm ứng,vân tay, face id thì rất ok. Sạc khá nhanh tầm 1h là full pin rồi, nhưng nhanh tụt pin, con 3i pin thấp hơn mình cũng xài nhiểu hơn con này nhưng xài dc lâu hơn. Còn lại thì máy đang mượt,chạy ổn lâu dài ko bít ntn, về camera thì lúc chụp nhìn xấu xấu nhưng lên hình thì cũng ok, màu hình thiên màu xanh, chi tiết tốt, mỗi tội cái chụp macro ra hình xấu , camera trước thì ảo , chụp thường mà như chụp app í. Nhưng với tầm 6tr nói chung trừ cái màn hình quá tối thì cũng ko có gì phàn nàn"
40567,"Mua được 3 ngày nhìn chung thiết kế ổn, cam đủ dùng(mình không xài cam nhiều), màn hình mượt , pin thì đủ dùng trong 1 ngày với tác vụ bình thường cũng như vài game nhẹ Nhược điểm máy nóng lên khá nhanh nhưng ở mức chấp nhận được"
40568,"Máy mới mua chưa được 1 tháng, bị giật, lag hay bị treo. trong gần tháng qua phải treo đến 4-5 lần rồi. Mặc dù mình không hay chơi game. chỉ dùng edit video và lướt web bình thường."
40569,"Mình mua con này 15/4 có tí đánh giá sau: màn hình cực mượt, pin trâu, sạc nhanh, chơi được những game cấu hình mạnh(thỉnh thoảng mới lag), không nên bật max setting các loại game, không cập nhật bản B17, camera hơi ảo, nhiều tính năng tiện lợi hấp dẫn. Nói chung là chất luong cao trong tầm giá"
40570,"Camera chụp ko đẹp, mình hơi thất vọng, màu nhạt và lúc chụp thì xấu. Lúc ảnh lưu vào thì đẹp hơn tí. Camera trước ảo Pin cũng dùng 1 ngày."
40571,Lần đầu trải nghiệm sản phẩm của Realme mình cảm thấy rất hài lòng về chất lượng sản phẩm. Giá vừa túi tiền nhưng chất lượng ko thua gì sản phẩm có giá cao hơn. Rất đáng tiền. Sẽ ủng hộ Realme dài dài.
40572,Mới mua hôm 17/4 có vài điều nhận xét Máy hơi dày lướt thao tác mượt OK.sạc cực nhanh pin tụt k quá nhanh. Chỉ không hài lòng về chạy game đặc biệt là pubg máy có tình trạng nóng và giật lag. Máy ko dùng cho ai chơi pubg nhé
40573,"Sản phẩm có thiết kế đẹp, mặc dù là mặt lưng nhựa nhưng vẫn đem lại trải nghiệm cầm nắm hết sức thoải mái. Màn hình 90hz vô cùng mượt mà, nâng cao khả năng trải nghiệm người dùng. Về phần camera thì không mong mỏi gì nhiều ở 1 chiếc điện thoại tầm trung được :)) nhưng theo mình ổn trong tầm giá. Phần hiệu năng con chíp G90T mặc dù gọi là chíp gaming nhưng vẫn thua thiệt so với 720G về sự ổn định khi thỉnh thoảng vẫn có hiện tượng quá nhiệt kéo theo đó là hiện tượng giật lag. Tóm lại nếu bạn không quá quan tâm về camera mà chỉ chú ý đến trải nghiệm hàng ngày cũng như onscreen tầm 5-6 tiếng chơi game liên tục và sạc nhanh tầm 1h thì đây là sự lựa chọn hợp lí"
40574,"Điện thoại ngon trong tầm giá xài mượt, 90Hz đã lắm, chơi game máy hơi ấm chơi lâu thì thỉnh thoảng lag, theo QC thì pubg bật được cấu hình mượt 60 fps nhưng thực tế chỉ có 40 fps thôi"
40575,Sản phẩm tốt trong tầm giá .đặc pin nhanh khoảng 55 phúc.chup hình tạm ổn. Mượt 90 Hz.
40576,Máy đẹp thật đẹp. Cấu hình tốt. Máy mượt . mới mua ngày 15/4/2020. Nhưng máy hơi dày
40577,"_mới mua chìu hôm qua ., Sp cũng ok . Máy ngón pin khá trâu.nhưng NV tư vấn chưa kỉ , ra cửa hàng chưa đc giàm giá 😂😂"
40578,"Pin trâu, sạc nhanh. Màn 90Hz cực mượt. Chơi game đã, máy mát. Rất đáng tiền. Cho 5 sao"
40579,Màn hình 90hz vuốt đã tay máy dùng ok chụp hình thấy cũng thường thôi mới Sài một ngày thôi
40580,Nâng cấp lên alroi 10 qua hao pin.mong nhà hệ điều hành khắc phục lại.giờ muốn trở lại phiên bản củ phải làm sao.mong phản hồi
40581,Máy quá tệ vừa mua số pin tuột khôg phanh...máy nóng...k dùng để qua đêm mất pin nhiều hơn máy cũ mình dùng
40582,"màn hình sắc nét, pin trâu, chíp khoẻ, hình thức máy đẹp. Vivo s1 Pro quá tuyệt vời"
40583,Máy dùng cũng được. Đôi khi vẫn bị vấp. muốn mua ốp lưng sau để thay mà không thấy bán. Hơi thất vọng...
40584,Điện thoại chưa sd 1 tuần máy nóng nhanh hết pin gọi nhân viên tv không đc quá tệ . game hơi lag mọi người lưu ý trc khi mua máy rất nóng ngạnh hết pinn
40585,Quá tuyệt cho sản phảm này . Pin quá trâu chơi liền quan 1 trận 3%pin . Để qua đêmê tiểu hóa 1% pin . Cảm sau chuẩn . Cảm trước ảo diệu . Ram quá mạnh quanh liền quan k giât lắc chút nào . 128g lưu thoải mái . Bắt wifi quá tốt . Nhưng có điều là lưot quét hay xem Youtube face Zalo báo chí lại tiêu hao nhanh hơn chơi gem mình k hiu . 5sao cho sản pham tầm trung
40586,Có ai xài vivo s1 pro cảm thấy pin tuột hơi nhanh với lâu lâu nhấp nháy màu đen từ 3-5s k ạ.
40587,Đt mượt lắm chụp hình cx ok pin trâu ạ chị tiếp viên cũng xik tư vấn nhiệt tìh 😋😊
40588,Máy ok trong tầm giá đúng là đt ko lo về pin .chơi games khỏi phải bàn .chụp hình đẹp
40589,Máy ngon chơi game tốt rất đc camera chụp đẹp tốt với giá rẻ thì điện thoại này qúa ngon
40590,Sản phẩm dùng rất oki tôi rất hài lòng pin rất trâu và chụp ảnh rất nét và đẹp tôi đánh giá vivo s1pro là máy có tầm giá trung rất hợp lý chơi game tốt và chụp ảnh nét và máy vận hành mượt và tôi đánh giá IPhone vs sam sungs20 .utrall là 100 điểm thì tôi đánh giá vivo s1pro là 85 điểm
40591,"Mình mới mua đc 1thang nhận xét như sau. Máy Sài quá ok ko chê vào đâu, pin khá trâu camera chụp quá đẹp, chơi game mượt mà, màn hình xem phim quá đẹp. Nói chung mọi chức năng quá OK."
40592,Loa lớn nhưng hơi chát. Camera rõ nhung tối sắc màu k đâm nét tạm ổn chỉ k so dc vs oppo la chuyên gia ve camera. Chụp màn hinh 3 ngon vuốt lên hơi khó so vs vuốt xuống như oppo. Chơi game mượt. Mk chơi game nặng nhé. Pin trâu lai sac nhanh. Tóm lai chơi game thi so good. Còn nghe nhạc chup ảnh thi trung bình. Ghi âm rõ k tap âm. Trg tầm giá la so good nha.
40593,"Sản phẩm nói chung là dùng ổn, có điều là 2 Nano sim nhưng Sim 2 chung khe thẻ nhớ, đã mua thù dùng vậy nhưng không hài lòng lắm khi giới thiệu phần này không kỹ."
40594,Cảm nhận sau 1tháng Nếu ip11 với ss20 là 100 điểm .thì vivo s1pro xứng đáng đạt 85. Máy rất mượt. Cảm ứng nhạy. Nhận dạng nhanh .cam tốt .loa to Chưa chơi game nặng nên còn chưa biết hết. Cảm thấy xứng với giá tiền tầm trung.
40595,"Mình mới mua tại Thế giới di dộng số 182A Nguyễn Thị Minh khai TP.hcm , rất hài lòng về thái độ , cách phục vụ ứng xử của nhân viên trong việc phục vụ khách hàng, nói về phần sản phẩm của Vivo dùng ngon vân tay nhậy"
40596,Máy nhìn đẹp.. Chơi liên quân mượt... Pin sài được 7 tiếng liên tục. Camera thì ổn chứ ko đẹp lắm.. Nói chung ổn trong tầm giá.
40597,"Nói chung cũng được. Pin tụt nhanh chỉ lướt fb zalo thi tầm 1 ngày, cam trước không có xoá phông. Mới mua đc 5 ngày"
40598,Nói chung thì ổn nhưng pin tụt hơi nhanh chơi k nóng máy . Camera trước thì k tự xoá phông phải xoá thủ công
40599,"ram 8 mà chơi game k mượt như vivo c91,sac bin hoặc lướt mạng tầm 10phut máy nóng,dt thì chỉ tải mỗi game LQMB mà chơi vẫn giật,e xài 3 loại vivo rồi 2 kia lướt mạng xem phim va game máy mát k nóng như vivo s1pro"
40600,Để npos tầm gí 6 tr thì tôi thấu dòng sản phẩm này khá ổn mùa đc 1 tuần trải nghiệm thấy chơi game thì tốt pin cũng ổn định mà chơi game lâu thì ko nóng máy
40601,Tui xài 1 tháng mọi thứ đều ổn.xứng danh vivo s1pro.nhưng pin hơi tụt nhanh.tất cả giá tầm con này không có đối thủ.xiaomi not 9pro phải gọi vivo s1pro bằng ông nội
40602,Ý kiến riêng mình...Sau 3 tuần sử dụng.Pin tuy 4500 nhưng mau hết nhah.Chơi game class of clan 5phút là máy nóng dần lên...để qua đêm tụt 3%..có sạc nhah nhưng khi sạc mà nóng máy quá..Chụp ảnh cũng tạm được ok
40603,Tui khi chơi Liên quân tuy giảm cấu hình đồ họa của game xuống mức tiêu chuẩn vẫn bị giật mình nhà SX chỉ giải pháp khắc phục cảm ơn
40604,"Mình đã mua tại Thế giới di dộng số 482-484 Trần Phú -TT Nam Sách -Nam Sách -Hải Dương , rất hài lòng về thái độ , cách ứng xử của nhân viên trong việc phục vụ khách hàng, nói về phần sản phẩm thì khỏi phải bàn , tuyệt phẩm của Vivo, từ lúc mình dùng Vivo đến nay!"
40605,Sài mượt k giật lắc.pin trâu xem phim thì 7phut 1%.mới mua đc một tháng.hy vọng sai lâu k lỗi
40606,"Mk mua hồi tháng 12 dùng cũng thấy ổn so với giá tiền pin trâu, lâu lâu hơi đơ chút nhưng không sao, chụp ảnh nét, chỉ có điều là tìm mua ốp với cường lực chỗ mk hơi hiếm.."
40607,Mua được 2 ngày.mọi thứ đều đang khá ok.pin trâu.sài mựợt.tét thêm thời gian nửa rồi đánh giá tiểp
40608,"Nói khó tin nhưng là sự thật, mình đang sử dụng tự nhiên nó bị cong từ từ làm mình sợ nổ quá trời luôn,. Đem ra thì không được bảo hành nửa , điện mua chưa được 2tháng chán thật"
40609,"Mới dùng nên chưa đánh giá hết hiệu năng của e nó , nói chung là ngon , nhân viên dmx nhiệt tình"
40610,Sản phẩm cam đẹp....nhưng sao pin tụt nhanh quá k làm gì sáng ngủ dậy từ 30 còn 23
40611,"Tốt trong tầm giá. Pin thì cực kỳ trâu,màn hình amoled. Đừng đòi hỏi nhiều quá mấy bạn ạ!"
40612,Moi mua mấy tháng sai càng lúc càng chán. Lâu lâu cứ đơ đơ giật giật... chẳng pk làm gì cho hết
40613,Mua 2 ngày về dùng pin tụt còn không bằng đt cũ. Lên hỏi đổi thì đòi gửi đi 20 ngày mới có kết quả. Không làm gì vứt đâý pin từ 58 xuống 38 vẫn bt. Mua hàng thì dễ trả hàng thì khó. Quá mệt mỏi. Nên tìm nơi uy tín khác để mua hàng có khi còn đảm bảo hơn
40614,"Dùng 2 tháng cảm nhận như sau, máy tốt dùng 4 năm sau không lỗi thời, cảm biến vân tay rất nhạy, không hổ danh là hãng làm ra vân tay trong màng hình đầu tiên, pin trâu, camera chụp đẹp, chiến game siêu tốc, máy không nóng, tản nhiệt tốt, nói chung mn nên mua thay vì mua thương hiệu ss hay oppo, mình mua đt mua loại bền chứ ko mua thương hiệu ok ❤️"
40615,Mới dùng đc tầm nửa tháng thấy khá là OK mượt Chơi game mức độ mặc định cũng OK pin đc lâu sạc nhanh
40616,"Ở oppo androi có chặn cuộc gọi rất thông minh, còn qua vivo có hạn chế cũng là chặn, ds đen, nhưng chán hơn. Những cái khác cũng tạm ổn"
40617,Mình mới mua TGDD bạc liêu P3 cảm nhận máy Sài rất mượt ko bị giật hay lắc pin cực trâu chơi game ổn liên quân bật đồ hoạ cao bao im lun cầm rất là đầm tay lun ko quá nặng với trong tầm giá tầm trung quá ok ko đồi hỏi những máy cao cấp được .....
40618,"Ổn! Máy sạc pin nhanh, pin để qua đêm không tuột nhiều! P/s: Đó giờ là fan Xiaomi nhưng nay phải khen đt này."
40619,Chơi game loadn siu tốc nha. Ae nên đập dt đang sài rùi múc con này về nhé.......
40620,"Máy pin trâu, sạc nhanh, dùng bao mượt nên mua nhé mn, nhân viên tgdd rất nhiệt tình"
40621,Mình mua đc gần nửa tháng máy sài ngợp pin trâu cám ơn các e nhân viên TGDD sơn động bắc Giang nhé đã tư vấn chủ đáo
40622,"Camera trước xấu. Không có đèn flash trước. Không được bằng v5, v7. Mặc dù cam 32."
40623,Mình mua máy tháng 12 vừa rồi. Thời gian đầu rất mượt nhưng giờ lâu lâu là đơ và đứng máy phải tắt khởi động lại. Hơi chán.
40624,Sản phẩm tốt. Pin trâu. Vừa tầm giá . Camera ổn Nhân viên tư vấn rất nhiệt tình.
40625,Mình mới mua đc mấy ngày thấy mọi thứ đều ổn
40626,Tuyệt ... 1 tuần sử dụng cảm thấy OK .. Pin trâu lắm... Có cái vì sài samsung lâu năm nên còn chưa khám phá hết chức năng.
40627,Rất tốt mọi cấu hình ok nhưng kiểu máy ko đc thời trang cho lắm nhưng liên quân ok lắm
40628,"Sản phẩm chụp hình đẹp, loa nghe to rõ, nhiều chức năng rất hay.nói chung rất ok, một số lỗi nhỏ nhưng chấp nhận được."
40629,Máy chụp hình rất ok k tiếc khi mua vivo s1 pro này. Lúc đầu mua cứ sợ máy Trung Quốc nên rất lo...nhưng lo chỉ là thừa...có chút trục trặc nhỏ nhưng đang theo dõi
40630,"Mới mua lúc chiều,quên k chụp thử camera,chậm,chụp hình quá xấu,k chỉnh đc,xem lại ảnh trong thẻ thì chậm,loa kép to,êm tai,thất vọng ghê"
40631,Quá tệ.tải game liên quân + call of duty về chơi mà nó lag giật k tả nỗi.đỗi máy lấy tiền lại đc k ad
40632,"Lúc mua k để ý về nhà kiểm tra lại thì Camera chụp xấu, ảo xấu hơn f9 nữa . Buồn ghê"
40633,"Dạ cho em hỏi, tại sao lúc tin nhắn tới khi nhấn vào xem màn hình giật 1 cái vậy ạ.? Em mới mua hôm qua ạ."
40634,Nói chung mọi thứ đều ổn nhưng đt có hỗ trợ sạc nhanh nhưng sạc 2h30p mới đầy còn về mọi thứ giá tầm này rất ok đẹp
40635,Rất ok an tui rất thích sản phẩm nay ạ loa rất lớn rất hay.lướt cũng rất mượt mà.chụp camara thường rất đẹp lun
40636,Mới mua được gần tuần. Điện thoại đẹp. Camera trước sau chụp hình đẹp . Loa thì nghe khá tốt. pin thì ok. Chơi game và lướt Facebook khá tốt
40637,"Pin thấy hơi kém Máy đẹp, vân tay tốt Camera sau chụp đẹp, camera trước thì ko đẹp, làm mịn ko ổn, xóa phong ko tốt Nhưng với giá thành như này thì cũng gọi là ok r. Mới đập hộp lúc chiều nên chỉ nhận xét được thế!"
40638,"Máy đẹp pin trâu game mượt ,mỗi cái phần update không được có thường xuyên,camera thì tạm"
40639,"Thấy sài tốt mà sao mấy thánh chê quá. Có gần 6tr mà đòi như mười mấy triệu đâu ra. Thấy còn ngon hơn con samsung A71 về khoản vân tay, face id và pin nữa. Hay là tùy theo máy thì mình ko biết. Sài thông thường thì con này cực kì còn chơi game nặng thì mua mấy cái mắc tiền mà sài."
